     # Wavelength(A)     height(norm)       FWHM(km/s)          Simetry            Slope            rms_%        Intercept          ID
         7954.093629            0.016            4.474           0.9994        1.314e-04             0.18          -0.0438        3453
         7954.608714            0.028            4.244           1.0009       -3.851e-05             0.13           1.3100        3454
         7954.942865            0.055            4.107           1.0005        2.644e-07             0.33           1.0032        3455
         7955.699930            0.175            4.847           1.0011        1.517e-06             0.37           0.9896        3456
         7956.272968            0.613           12.087           0.9983        1.595e-03            96.17          13.6553        3457
         7957.026546            0.042            4.109           0.9991        2.119e-06             0.31           0.9889        3458
         7960.720028            0.117            4.200           0.9993        5.690e-07             1.08           1.0004        3459
         7961.586143            0.062            5.540           1.0004        2.385e-06             0.49           0.9818        3460
         7962.613683            0.049            3.724           1.0006       -7.849e-04             1.08           7.2571        3461
         7964.346165            0.046            4.219           0.9999       -4.771e-07             0.29           1.0044        3462
         7964.999730            0.091            5.811           1.0063        3.207e-05             1.06           0.7461        3463
         7965.603007            0.016            8.239           0.9997        2.047e-06             0.08           0.9896        3464
         7967.106865            0.027            4.675           1.0006        5.367e-08             0.46           0.9999        3465
         7968.116496            0.038            4.307           0.9986        1.397e-05             0.58           0.8933        3466
         7968.491419            0.052            4.570           0.9998        1.089e-06             1.10           1.0037        3467
         7970.297812            0.144            6.543           0.9909        1.559e-05             5.19           0.9107        3468
         7970.841975            0.017            3.822           1.0000        2.236e-06             0.31           0.9827        3469
         7971.512539            0.055            3.736           1.0009       -2.822e-06             0.70           1.0257        3470
         7972.300514            0.021            4.113           1.0003       -1.053e-06             0.05           1.0098        3471
         7973.800753            0.027            4.404           1.0008       -5.035e-05             0.16           1.4051        3472
         7974.127160            0.015            3.674           0.9996        1.013e-05             0.16           0.9204        3473
         7974.681884            0.048            4.811           0.9988        4.324e-06             1.23           0.9776        3474
         7975.584063            0.032            6.263           1.0003       -1.189e-05             0.17           1.0963        3475
         7977.230200            0.045            4.548           1.0005        1.743e-06             0.18           0.9870        3476
         7978.449131            0.026           12.135           1.0263        9.372e-07             3.64           1.0104        3477
         7980.788143            0.027            4.704           0.9996        1.064e-06             0.09           0.9962        3478
         7981.167629            0.047            4.532           0.9994        1.164e-06             0.13           0.9946        3479
         7984.334555            0.062            3.837           1.0001       -4.160e-06             0.72           1.0380        3480
         7984.627461            0.045            4.156           0.9997        1.515e-06             0.34           0.9934        3481
         7985.210752            0.018            5.725           1.0000        1.714e-07             0.57           0.9994        3482
         7986.254993            0.031            4.045           1.0001       -6.269e-07             0.50           1.0094        3483
         7986.479411            0.020            4.086           0.9989        3.911e-06             0.43           0.9735        3484
         7987.399199            0.169           19.877           1.0114        9.747e-06            10.06           1.0751        3485
         7990.691557            0.022            6.158           1.0009        5.820e-05             0.53           0.5387        3486
         7992.316858            0.059            5.761           1.0003       -1.808e-06             0.39           1.0162        3487
         7993.081368            0.011           12.337           1.0003       -2.297e-05             0.20           1.1875        3488
         7994.487128            0.357            4.660           1.0049       -3.549e-05             3.00           1.2995        3489
         7995.032566            0.047            4.125           0.9981        8.342e-06             1.12           0.9374        3490
         7995.638902            0.038            6.909           1.0019        5.531e-06             0.23           0.9597        3491
         7996.449904            0.054            5.121           1.0004       -5.935e-08             0.38           1.0073        3492
         7996.811665            0.020            4.831           0.9996        1.787e-06             0.10           0.9882        3493
         8003.930478            0.026            4.614           1.0009       -4.030e-06             0.11           1.0351        3494
         8006.444556            0.028            6.910           1.0021       -7.118e-05             0.83           1.5760        3495
         8008.467132            0.061            7.090           1.0007        1.868e-06             2.18           1.0057        3496
         8009.352533            0.017            7.044           0.9990        4.864e-06             0.18           0.9636        3497
         8010.096420            0.050            4.754           0.9994        3.318e-06             0.26           0.9744        3498
         8010.878914            0.012            4.954           0.9995        2.747e-05             0.16           0.7817        3499
         8012.921895            0.058            4.989           1.0014       -1.995e-05             2.17           1.1696        3500
         8013.359809            0.015            4.228           0.9998        1.110e-05             0.12           0.9120        3501
         8014.097232            0.055            6.191           1.0001        2.604e-06             0.19           0.9806        3502
         8015.669018            0.019            7.280           1.0005       -8.097e-05             0.39           1.6507        3503
         8017.025618            0.047            4.608           1.0008       -2.032e-06             0.24           1.0202        3504
         8018.061915            0.049            5.190           0.9990       -9.113e-07             0.36           1.0096        3505
         8020.693747            0.027            4.373           1.0005       -1.066e-06             0.38           1.0117        3506
         8022.056376            0.026            6.339           1.0002        3.455e-06             0.15           0.9749        3507
         8024.549196            0.097            4.775           1.0007       -9.541e-07             2.39           1.0266        3508
         8024.840035            0.074            3.902           0.9996        1.046e-05             1.43           0.9258        3509
         8025.857967            0.050            4.004           1.0003       -1.109e-06             0.80           1.0176        3510
         8026.374659            0.048            3.828           1.0007       -4.642e-04             1.40           4.7310        3511
         8026.947812            0.154            6.832           1.0011        2.043e-06             3.69           1.0032        3512
         8027.947799            0.163            3.928           1.0024       -4.186e-04             2.23           4.3683        3513
         8028.321285            0.467            5.134           1.0050       -2.707e-03             9.42          22.7956        3514
         8030.421711            0.021            3.922           1.0001       -1.464e-06             0.36           1.0134        3515
         8030.741611            0.021            4.576           1.0002       -2.715e-08             0.20           1.0029        3516
         8031.297464            0.013            5.432           0.9996        2.006e-06             0.40           0.9853        3517
         8032.750041            0.020            6.056           0.9990        7.490e-06             0.38           0.9413        3518
         8034.275026            0.010            4.495           0.9995       -5.142e-06             0.38           1.0422        3519
         8034.974121            0.097            4.548           0.9988       -1.489e-06             0.28           1.0134        3520
         8037.591826            0.139           12.629           1.0012        2.366e-03            96.30           8.1962        3521
         8041.775707            0.017            5.789           1.0003       -4.074e-06             0.18           1.0347        3522
         8043.302955            0.024            6.842           0.9989        8.649e-07             0.20           0.9960        3523
         8043.871350            0.051            4.574           0.9997       -3.034e-07             0.14           1.0040        3524
         8044.389881            0.056            4.449           0.9994        2.540e-06             0.16           0.9807        3525
         8046.055985            0.624            7.119           1.0012        5.459e-06            13.31           1.0437        3526
         8046.789811            0.037            5.440           0.9994        1.191e-05             1.15           0.9090        3527
         8047.624265            0.448            4.631           1.0064       -1.495e-05             1.74           1.1272        3528
         8051.092851            0.016            4.889           0.9985        2.328e-04             0.19          -0.8715        3529
         8053.082676            0.045            4.291           0.9996        1.713e-06             0.35           0.9872        3530
         8054.274983            0.110           16.785           1.0039       -1.071e-04             7.14           1.9397        3531
         8057.886464            0.012            5.790           1.0003       -3.873e-05             0.48           1.3134        3532
         8060.737292            0.018            4.610           0.9993        4.789e-06             0.10           0.9633        3533
         8064.128655            0.040            4.717           1.0017        4.940e-06             0.50           0.9655        3534
         8065.248574            0.010            4.606           1.0005       -3.073e-05             0.51           1.2485        3535
         8065.984255            0.024            8.713           1.0005       -8.155e-06             0.48           1.0745        3536
         8067.772579            0.012            6.189           1.0002       -1.959e-07             0.29           1.0035        3537
         8070.633826            0.091            8.759           0.9974        1.188e-05             2.75           0.9242        3538
         8071.290806            0.095            6.892           0.9997        1.420e-05             1.32           0.8918        3539
         8073.024071            0.061            7.057           1.0015       -2.067e-05             0.92           1.1738        3540
         8073.809847            0.012            5.183           1.0007        2.061e-06             0.48           0.9841        3541
         8074.427918            0.042            5.152           1.0010       -8.264e-06             0.26           1.0684        3542
         8075.159205            0.270            4.140           1.0048       -4.873e-05             2.78           1.4096        3543
         8076.283461            0.012            4.294           0.9997        5.860e-07             0.39           0.9961        3544
         8077.664255            0.023            4.358           1.0000        1.553e-06             0.43           0.9903        3545
         8081.548087            0.030            8.981           1.0016       -4.833e-06             0.60           1.0486        3546
         8082.547515            0.041            5.778           0.9959        2.574e-05             0.59           0.7940        3547
         8083.176067            0.014            5.591           0.9998        2.236e-06             0.26           0.9831        3548
         8083.792097            0.015            9.807           1.0004       -2.822e-06             0.09           1.0269        3549
         8085.174319            0.581            6.896           0.9978        1.100e-05            10.57           0.9698        3550
         8086.180071            0.023            5.322           1.0007        6.561e-06             0.10           0.9487        3551
         8087.369438            0.013            5.108           0.9998        7.479e-07             0.51           0.9944        3552
         8088.331030            0.021            5.143           1.0004       -3.520e-06             0.33           1.0297        3553
         8089.371182            0.056            6.073           1.0014       -4.924e-05             1.11           1.4117        3554
         8090.305144            2.010            9.227           1.0326        1.536e-03            96.30          14.8120        3555
         8092.640032            0.252            5.084           1.0022       -2.556e-05             2.44           1.2186        3556
         8093.234406            0.239            6.502           0.9917        4.981e-05             6.53           0.6318        3557
         8093.939826            0.147            5.059           1.0019        1.113e-06             3.50           1.0191        3558
         8094.271905            0.017            2.709           0.9995        3.140e-06             0.38           0.9779        3559
         8094.930491            0.023            4.926           0.9992       -3.336e-04             0.14           3.7020        3560
         8095.951514            0.047            5.841           1.0011       -1.379e-06             0.31           1.0133        3561
         8096.878834            0.256            4.677           1.0003        5.504e-06             4.60           0.9955        3562
         8097.596722            0.021            4.683           0.9996        9.652e-05             0.44           0.2204        3563
         8100.917623            0.017            6.147           1.0004       -1.313e-06             0.45           1.0136        3564
         8101.489132            0.018            6.269           0.9997        5.620e-06             0.58           0.9551        3565
         8102.399174            0.018            5.605           0.9987        3.739e-06             0.41           0.9722        3566
         8103.182919            0.023            5.254           1.0004       -1.641e-07             0.08           1.0094        3567
         8104.711732            0.017            4.605           1.0003       -1.242e-06             0.50           1.0131        3568
         8105.700546            0.030            6.470           1.0013       -2.074e-06             0.16           1.0220        3569
         8106.276929            0.017            5.675           1.0011       -2.775e-05             0.51           1.2277        3570
         8106.716832            0.051            5.761           1.0003       -4.447e-08             0.14           1.0069        3571
         8107.832644            0.017            3.987           0.9989        7.740e-06             0.14           0.9393        3572
         8108.329071            0.069            3.929           0.9999        1.654e-06             0.39           0.9907        3573
         8109.014634            0.010            4.784           1.0005       -7.538e-07             0.75           1.0067        3574
         8110.598925            0.025            5.492           0.9991        3.575e-06             0.55           0.9739        3575
         8113.946180            0.025            3.685           0.9995        1.983e-06             0.15           0.9871        3576
         8114.256171            0.019            4.447           0.9987        5.424e-05             0.16           0.5644        3577
         8114.850311            0.065            5.974           1.0008        1.998e-07             0.79           1.0075        3578
         8116.375406            0.012            3.648           1.0008       -7.127e-06             0.24           1.0598        3579
         8118.083901            0.026            5.407           1.0001       -4.495e-06             0.09           1.0431        3580
         8118.749279            0.035            7.320           1.0039       -5.822e-05             1.45           1.4832        3581
         8121.545201            0.024            5.338           1.0002        3.379e-07             0.15           1.0027        3582
         8134.199838            0.019            4.340           1.0001        7.254e-07             0.33           0.9968        3583
         8137.021159            0.018            5.713           1.0011       -1.995e-05             0.33           1.1648        3584
         8137.476241            0.017            4.205           1.0004       -8.739e-07             0.44           1.0088        3585
         8137.973358            0.046            4.593           0.9988        1.136e-05             0.20           0.9132        3586
         8142.242307            0.026            3.357           0.9982        6.545e-06             0.45           0.9532        3587
         8142.784327            0.055            4.866           1.0002       -1.180e-07             0.46           1.0029        3588
         8145.481353            0.117            4.497           1.0005        1.132e-06             2.16           1.0173        3589
         8147.181795            0.052            4.073           0.9997        1.068e-06             0.45           0.9936        3590
         8148.072852            0.013            2.588           1.0004        1.816e-06             0.07           0.9865        3591
         8149.252025            0.032            4.190           0.9993        5.772e-05             0.34           0.5368        3592
         8150.038746            0.062            3.885           0.9962        1.810e-05             1.98           0.8634        3593
         8150.560513            0.025            4.864           1.0004       -2.118e-07             0.34           1.0048        3594
         8152.522070            0.073            3.482           0.9992        9.770e-07             1.58           1.0018        3595
         8152.779566            0.014            3.736           0.9976        2.285e-05             0.45           0.8189        3596
         8153.708855            0.069            4.298           0.9996        9.873e-07             0.43           0.9991        3597
         8157.505463            0.019            4.623           1.0001       -1.589e-05             0.59           1.1315        3598
         8158.010070            0.145            3.699           1.0015        5.091e-08             0.99           1.0021        3599
         8162.341785            0.163            3.821           1.0035        3.375e-06             4.17           0.9850        3600
         8163.026182            0.065            5.052           1.0000        3.996e-06             0.46           0.9698        3601
         8164.524863            0.247            4.057           0.9990        2.960e-05             2.87           0.7640        3602
         8165.314375            0.023            4.229           0.9985        1.045e-05             0.45           0.9165        3603
         8167.619855            0.034            4.948           0.9996        7.550e-07             0.51           0.9959        3604
         8168.105302            0.039            4.350           1.0009       -3.659e-06             0.42           1.0324        3605
         8170.761920            0.010            2.538           0.9993       -1.476e-05             0.48           1.1197        3606
         8171.302416            2.774           10.612           0.9663        1.635e-03            96.30          14.0969        3607
         8172.033475            0.018            3.963           0.9997        5.094e-07             0.71           0.9972        3608
         8172.347523            0.019            4.518           1.0006       -3.195e-06             0.40           1.0295        3609
         8172.820255            0.019            5.443           1.0015       -4.212e-06             0.18           1.0386        3610
         8173.336519            0.031            5.109           1.0009        6.889e-07             0.45           0.9964        3611
         8174.574808            0.019            5.838           1.0009       -1.326e-05             0.42           1.1108        3612
         8175.121559            0.043            4.119           0.9994        2.541e-06             0.45           0.9812        3613
         8176.960622            0.493            3.960           1.0013        1.508e-05             5.88           0.8933        3614
         8178.472718            0.094            3.905           1.0001        3.483e-07             0.56           0.9977        3615
         8179.020668            0.261            4.797           1.0043       -1.716e-05             4.67           1.1697        3616
         8180.923435            0.037            4.266           0.9991        7.695e-06             0.14           0.9433        3617
         8181.269659            0.052            4.890           1.0010       -1.924e-06             0.34           1.0259        3618
         8181.827511            0.254            3.656           0.9986       -1.520e-06             2.00           1.0154        3619
         8182.420268            0.028            3.858           1.0007       -6.226e-05             0.81           1.5103        3620
         8183.267292            0.904            8.562           0.9899        1.035e-05            20.14           1.0826        3621
         8185.321705            0.017            4.019           1.0007       -1.000e-06             0.65           1.0094        3622
         8186.012674            0.015            4.256           1.0022       -1.113e-03             0.26          10.1121        3623
         8186.355486            0.215            3.822           0.9996        1.657e-05             2.39           0.8744        3624
         8186.797506            0.304            5.065           1.0010        3.924e-06             3.05           0.9921        3625
         8189.259037            0.479            3.928           0.9992        2.514e-05             6.01           0.8105        3626
         8190.842265            0.036            5.047           1.0000        1.241e-06             0.47           0.9910        3627
         8193.106026            0.203            4.905           0.9975        3.871e-05             3.04           0.6913        3628
         8194.834945            0.985            9.287           0.9930        1.319e-05            26.63           1.1064        3629
         8196.518325            0.044            4.439           1.0003        9.393e-08             0.26           1.0011        3630
         8196.940768            0.027            7.774           1.0002       -9.316e-06             0.66           1.0850        3631
         8197.684891            0.249            4.527           1.0000        2.768e-06             2.47           0.9820        3632
         8201.233473            0.016            2.329           0.9997        3.078e-07             0.41           0.9992        3633
         8201.711522            0.226            6.656           0.9913        2.915e-03             8.38         -22.8503        3634
         8204.103195            0.041            4.570           1.0009       -4.024e-04             0.49           4.3030        3635
         8204.936640            0.124            3.947           0.9994        2.167e-06             0.63           0.9894        3636
         8205.298155            0.020            4.008           1.0005       -2.081e-06             0.31           1.0194        3637
         8205.667674            0.019            4.347           1.0000       -2.814e-07             0.39           1.0036        3638
         8207.749655            0.438            5.422           1.0032       -3.207e-05             5.57           1.3065        3639
         8208.547077            0.038            5.207           1.0011       -1.680e-05             0.63           1.1463        3640
         8211.548328            0.020            8.708           0.9917       -2.545e-07             1.36           1.0117        3641
         8212.126208            0.044            4.152           1.0021       -1.273e-05             1.59           1.1117        3642
         8213.041825            0.492            8.686           1.0056       -4.758e-05            15.57           1.4898        3643
         8213.939741            0.038            4.546           1.0000        2.036e-05             1.64           0.8345        3644
         8215.802872            0.061            4.760           1.0004       -7.818e-07             0.37           1.0085        3645
         8216.306296            0.034            6.172           1.0000       -1.084e-06             1.13           1.0172        3646
         8216.671598            0.013            4.519           0.9986        2.447e-04             0.31          -1.0073        3647
         8218.095036            0.159            3.905           1.0000        6.505e-08             2.00           1.0057        3648
         8222.225341            0.016            4.889           0.9994        1.528e-04             0.42          -0.2544        3649
         8222.689583            0.029            3.899           1.0017       -1.877e-05             0.66           1.1591        3650
         8223.970966            0.124            4.316           1.0018       -5.444e-06             1.87           1.0520        3651
         8226.939045            0.407            4.542           1.0005        1.864e-05             3.76           0.8536        3652
         8229.282233            0.055            3.719           1.0001       -5.334e-08             0.15           1.0023        3653
         8229.740516            0.150            4.070           0.9995       -1.108e-05             1.31           1.0955        3654
         8230.632330            0.092            5.964           0.9957        3.100e-06             0.95           0.9790        3655
         8231.266107            0.308            4.800           1.0047       -8.032e-05             4.52           1.6741        3656
         8231.723651            0.190            5.672           0.9954        2.325e-05             2.98           0.8194        3657
         8232.322084            0.449            5.401           0.9973        2.031e-05             4.72           0.8558        3658
         8233.895557            0.274            4.175           1.0004        9.025e-05             1.99           0.2597        3659
         8234.618835            0.087            5.725           1.0013       -1.736e-05             0.58           1.1479        3660
         8238.588078            0.016            6.058           0.9999        6.639e-08             0.49           1.0010        3661
         8241.736338            0.038           13.719           1.0102        3.704e-05             2.34           0.7267        3662
         8242.497970            0.059            7.508           0.9944       -1.286e-04             2.54           2.0845        3663
         8243.473473            0.327            3.794           1.0011       -1.936e-05             6.76           1.1811        3664
         8243.984054            0.017            3.443           0.9997        4.553e-07             1.55           1.0004        3665
         8246.798398            0.037            4.327           0.9999        1.673e-07             0.46           1.0001        3666
         8247.295348            0.038            4.314           0.9994        1.159e-06             0.58           0.9916        3667
         8248.133331            0.405            5.207           1.0038       -1.641e-05             1.87           1.1405        3668
         8248.811303            0.289            6.821           1.0006        1.485e-05             2.92           0.8945        3669
         8251.646879            0.018            4.296           0.9998        1.040e-06             0.31           0.9953        3670
         8251.995902            0.030            4.452           1.0009       -2.736e-06             0.17           1.0275        3671
         8252.693730            0.036            7.321           1.0000       -2.934e-05             0.60           1.2448        3672
         8253.790045            0.014            5.736           1.0004       -2.710e-06             0.08           1.0246        3673
         8254.327314            0.016            3.617           1.0004       -2.253e-06             0.24           1.0206        3674
         8254.713515            0.091            6.131           1.0004        1.625e-06             2.90           1.0167        3675
         8256.495244            0.209            4.718           1.0049       -6.403e-06             5.71           1.0815        3676
         8261.916751            0.018            6.228           1.0013        1.944e-05             0.47           0.8412        3677
         8263.431401            0.055            5.108           0.9970        1.058e-05             1.46           0.9235        3678
         8263.849773            0.104            5.524           1.0006       -1.451e-06             1.71           1.0301        3679
         8264.282940            0.126            4.907           1.0001        2.284e-06             0.97           0.9896        3680
         8265.026731            0.015            3.902           0.9999        1.245e-05             0.52           0.8976        3681
         8266.451288            0.045            7.406           0.9997       -1.479e-06             0.62           1.0159        3682
         8267.176982            0.030            5.058           0.9997        4.353e-05             0.61           0.6427        3683
         8268.840878            0.012            3.055           1.0002       -5.059e-06             0.48           1.0420        3684
         8272.029499            0.235            3.835           0.9991       -6.792e-06             2.88           1.0679        3685
         8272.460172            0.016            2.903           0.9984        9.577e-06             0.20           0.9238        3686
         8273.073628            0.021            4.758           1.0010       -3.175e-06             0.23           1.0293        3687
         8273.506667            0.033            4.706           1.0001       -1.370e-06             0.20           1.0142        3688
         8274.333094            0.601            5.110           1.0014        4.531e-06            12.69           1.0452        3689
         8275.899221            0.209            4.835           1.0057       -1.110e-05             4.42           1.1260        3690
         8278.608906            0.044            6.139           1.0040        1.334e-05             1.95           0.9099        3691
         8282.007781            0.505            4.705           1.0024        4.512e-05             4.84           0.6352        3692
         8282.679575            0.024            4.275           0.9985        1.189e-05             0.44           0.9048        3693
         8283.383866            0.013            4.217           1.0010       -2.325e-05             0.21           1.1937        3694
         8284.595688            0.026            5.140           0.9998        4.233e-06             0.29           0.9667        3695
         8285.136700            0.049            7.343           1.0007       -7.963e-06             0.60           1.0754        3696
         8288.971420            0.034            4.222           1.0005       -7.721e-04             0.22           7.4008        3697
         8289.522492            0.235            5.686           1.0145       -1.001e-02             6.74          83.9842        3698
         8291.207090            0.015            6.403           0.9995        5.495e-06             0.49           0.9568        3699
         8292.809377            0.088            5.110           1.0008        9.750e-08             0.29           1.0011        3700
         8293.521755            0.405            4.759           1.0030       -5.863e-04             1.04           5.8671        3701
         8294.148240            0.374            3.989           1.0071        3.542e-05             7.48           0.7347        3702
         8301.493654            0.036            5.351           0.9990        2.528e-06             0.74           0.9797        3703
         8304.280312            0.200            3.750           0.9998        7.463e-06             2.08           0.9412        3704
         8305.069879            0.489            4.024           1.0042       -1.852e-06            13.74           1.0970        3705
         8305.625320            0.110            6.977           0.9992        6.432e-06             4.38           0.9595        3706
         8306.221317            0.026            5.883           0.9979       -1.441e-05             1.68           1.1268        3707
         8306.709320            0.040            6.348           1.0021       -4.503e-04             1.61           4.7516        3708
         8307.603984            0.047            4.319           0.9993        2.232e-06             0.49           0.9863        3709
         8309.757516            0.026            3.049           1.0011       -1.638e-06             1.42           1.0197        3710
         8311.951875            0.112            3.786           0.9974        2.051e-06             2.69           0.9958        3711
         8312.424009            0.018            5.886           0.9996        1.753e-06             0.10           0.9897        3712
         8313.313290            0.033            4.796           1.0003       -2.597e-07             0.66           1.0039        3713
         8313.873157            0.042            4.654           0.9996        4.215e-06             0.69           0.9666        3714
         8316.217797            0.103            4.351           1.0012        8.197e-07             1.92           1.0051        3715
         8317.388099            0.025            5.576           1.0003       -1.234e-06             0.56           1.0120        3716
         8318.128786            0.267            4.616           1.0002        6.185e-08             2.43           1.0073        3717
         8320.902913            0.025            3.075           1.0006       -4.943e-06             1.50           1.0469        3718
         8321.239213            0.261            3.466           1.0040       -3.169e-05             7.29           1.2867        3719
         8321.566227            0.249            3.927           0.9999        9.185e-07             9.68           1.0186        3720
         8322.530303            0.026            5.475           0.9996        1.562e-06             0.16           0.9916        3721
         8322.939449            0.032            4.212           1.0007       -4.335e-06             0.20           1.0396        3722
         8324.136090            0.041            5.369           1.0003       -2.967e-06             0.43           1.0291        3723
         8324.632600            0.043            5.680           1.0003       -2.836e-06             0.80           1.0296        3724
         8325.458205            0.033            4.816           1.0001       -3.141e-05             0.10           1.2629        3725
         8327.057291            0.735            7.672           1.0019        7.373e-06            12.94           1.0332        3726
         8328.944427            0.079            4.950           1.0001       -6.674e-07             0.49           1.0109        3727
         8329.673581            0.127            4.196           1.0004       -2.601e-07             1.08           1.0057        3728
         8330.547220            0.865           11.619           0.9923        1.641e-03            96.43          14.6305        3729
         8332.544451            0.030            2.906           0.9999        1.282e-06             0.92           0.9868        3730
         8334.505678            0.047            5.339           0.9966       -3.840e-05             2.35           1.3235        3731
         8335.152641            0.346            9.040           1.0021       -8.355e-04             9.46           8.0289        3732
         8336.235495            0.077            6.414           0.9961        1.189e-03             0.76          -8.9079        3733
         8337.372444            0.029            8.071           1.0007        1.755e-06             0.34           0.9914        3734
         8337.923924            0.039            4.807           1.0020       -7.172e-06             0.51           1.0644        3735
         8338.341817            0.078            5.187           1.0018        7.393e-07             3.33           1.0201        3736
         8342.869081            0.109            5.906           1.0003       -3.977e-07             0.75           1.0140        3737
         8343.350946            0.012            3.080           1.0009       -3.270e-05             0.23           1.2755        3738
         8343.714419            0.036            4.392           1.0003       -1.988e-06             1.22           1.0239        3739
         8345.199254            0.015            3.186           1.0010       -1.229e-05             0.90           1.1049        3740
         8346.135618            0.341            8.501           1.0087       -1.891e-05            13.88           1.2277        3741
         8347.291128            0.036            6.042           0.9973        6.467e-04             1.45          -4.3898        3742
         8348.295242            0.077            4.842           0.9999        1.033e-06             0.33           0.9988        3743
         8349.705638            0.012            3.924           1.0005       -2.654e-06             0.26           1.0245        3744
         8350.728239            0.035            4.513           1.0001       -1.353e-06             0.67           1.0124        3745
         8353.146682            0.027            4.959           0.9999       -4.598e-07             0.37           1.0068        3746
         8353.655093            0.045            7.277           0.9988       -6.029e-06             1.26           1.0636        3747
         8354.314594            0.017            3.489           1.0008       -8.375e-07             0.47           1.0090        3748
         8356.354002            0.014            3.945           1.0000        7.827e-07             0.35           0.9960        3749
         8356.697046            0.014            3.692           1.0005       -5.023e-07             0.33           1.0071        3750
         8357.896774            0.037            6.567           0.9998       -3.786e-07             0.07           1.0102        3751
         8358.509408            0.123            5.745           0.9940       -1.543e-04             1.17           2.2923        3752
         8362.005182            0.038            4.504           1.0016       -5.689e-04             0.72           5.7670        3753
         8363.314202            0.015            4.128           1.0002       -2.955e-06             0.35           1.0261        3754
         8363.846804            0.034            5.821           0.9984       -1.924e-05             0.40           1.1688        3755
         8364.249773            0.152            4.432           1.0006        1.138e-06             0.57           1.0007        3756
         8364.932494            0.016            5.999           0.9994       -1.958e-06             0.63           1.0176        3757
         8365.643541            0.488            5.067           1.0066       -1.664e-06             6.73           1.0755        3758
         8367.315515            0.061            4.339           0.9990        3.357e-06             1.12           0.9841        3759
         8369.257941            0.017            9.928           0.9996        8.656e-07             0.18           0.9986        3760
         8369.892891            0.045            6.687           0.9988        1.493e-04             0.48          -0.2470        3761
         8372.197493            0.020            7.827           1.0015       -9.942e-05             0.22           1.8378        3762
         8372.781808            0.059            5.606           1.0012       -7.024e-06             0.78           1.0651        3763
         8376.388303            0.037            5.502           0.9995        2.863e-06             1.07           0.9811        3764
         8377.868636            0.204            4.399           1.0027       -4.509e-04             4.14           4.8201        3765
         8382.228164            0.022            2.681           1.0000       -3.257e-06             0.18           1.0297        3766
         8383.320006            0.048            4.507           1.0001       -4.090e-06             0.22           1.0377        3767
         8384.797202            0.031            4.858           1.0016       -2.549e-06             0.30           1.0231        3768
         8386.502422            0.013            5.159           0.9989        2.762e-06             0.37           0.9800        3769
         8387.779274            0.748            7.703           1.0023        2.310e-05            13.84           0.9082        3770
         8389.205499            0.025            3.731           1.0001       -1.495e-07             0.22           1.0032        3771
         8389.501085            0.015            4.897           0.9998        5.947e-08             0.12           1.0034        3772
         8390.469849            0.033            5.212           0.9973        4.521e-04             0.42          -2.7917        3773
         8391.190863            0.031            4.276           1.0003       -7.557e-07             0.61           1.0075        3774
         8391.660531            0.011            3.592           1.0000       -6.258e-08             0.74           1.0010        3775
         8394.062325            0.028            8.166           0.9994        5.591e-06             0.59           0.9565        3776
         8395.133621            0.091            4.769           1.0031       -4.057e-04             0.64           4.4098        3777
         8397.947992            0.018            4.281           0.9999        1.612e-04             0.59          -0.3531        3778
         8398.508374            0.030            4.776           0.9999        4.817e-07             0.76           0.9967        3779
         8402.641884            0.032            4.493           1.0006       -4.377e-04             0.18           4.6805        3780
         8404.399829            0.070            5.210           0.9990        3.482e-06             1.75           0.9863        3781
         8404.724336            0.011            2.734           0.9998        3.128e-06             0.11           0.9753        3782
         8405.369138            0.036            4.522           0.9999        1.994e-09             0.25           1.0028        3783
         8405.749386            0.019            5.645           0.9990        5.067e-06             0.17           0.9613        3784
         8408.779848            0.526           13.117           0.9923        1.627e-03            96.44          14.5242        3785
         8410.127667            0.011            6.398           0.9994        9.711e-05             0.11           0.1859        3786
